name,op_name,provider,node_index,dur,activation_size,output_size,input_type_shape,output_type_shape
model_loading_uri,,,,29398,,,"""""",""""""
session_initialization,,,,219700,,,"""""",""""""
unique_ids_graph_outputs_Identity__10_fence_before,Identity,,,0,,,"""""",""""""
unique_ids_graph_outputs_Identity__10_kernel_time,Identity,CPUExecutionProvider,1259,27,8,8,"[{""int64"": [1]}]","[{""int64"": [1]}]"
unique_ids_graph_outputs_Identity__10_fence_after,Identity,,,0,,,"""""",""""""
bert/embeddings/Reshape_2_fence_before,Reshape,,,0,,,"""""",""""""
bert/embeddings/Reshape_2_kernel_time,Reshape,CPUExecutionProvider,0,10,2048,2048,"[{""int64"": [1, 256]}, {""int64"": [1]}]","[{""int64"": [256]}]"
bert/embeddings/Reshape_2_fence_after,Reshape,,,0,,,"""""",""""""
bert/embeddings/one_hot_fence_before,OneHot,,,0,,,"""""",""""""
bert/embeddings/one_hot_kernel_time,OneHot,CPUExecutionProvider,1,16,2048,2048,"[{""int64"": [256]}, {""int32"": [1]}, {""float"": [2]}]","[{""float"": [256, 2]}]"
bert/embeddings/one_hot_fence_after,OneHot,,,0,,,"""""",""""""
bert/embeddings/MatMul_quant_fence_before,DynamicQuantizeMatMul,,,0,,,"""""",""""""
bert/embeddings/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1344,1338,2048,786432,"[{""float"": [256, 2]}, {""float"": [768]}, {""int8"": [768]}]","[{""float"": [256, 768]}]"
bert/embeddings/MatMul_quant_fence_after,DynamicQuantizeMatMul,,,0,,,"""""",""""""
bert/embeddings/ExpandDims_fence_before,Reshape,,,0,,,"""""",""""""
bert/embeddings/ExpandDims_kernel_time,Reshape,CPUExecutionProvider,7,7,2048,2048,"[{""int64"": [1, 256]}, {""int64"": [3]}]","[{""int64"": [1, 256, 1]}]"
bert/embeddings/ExpandDims_fence_after,Reshape,,,0,,,"""""",""""""
bert/embeddings/Reshape_fence_before,Reshape,,,0,,,"""""",""""""
bert/embeddings/Reshape_kernel_time,Reshape,CPUExecutionProvider,8,6,2048,2048,"[{""int64"": [1, 256, 1]}, {""int64"": [1]}]","[{""int64"": [256]}]"
bert/embeddings/Reshape_fence_after,Reshape,,,0,,,"""""",""""""
bert/embeddings/GatherV2_quant_fence_before,Gather,,,0,,,"""""",""""""
bert/embeddings/GatherV2_quant_kernel_time,Gather,CPUExecutionProvider,9,55,2048,196608,"[{""int8"": [30522, 768]}, {""int64"": [256]}]","[{""int8"": [256, 768]}]"
bert/embeddings/GatherV2_quant_fence_after,Gather,,,0,,,"""""",""""""
bert/embeddings/GatherV2:0_DequantizeLinear_fence_before,DequantizeLinear,,,0,,,"""""",""""""
bert/embeddings/GatherV2:0_DequantizeLinear_kernel_time,DequantizeLinear,CPUExecutionProvider,18,37,196608,786432,"[{""int8"": [256, 768]}, {""float"": []}, {""int8"": []}]","[{""float"": [256, 768]}]"
bert/embeddings/GatherV2:0_DequantizeLinear_fence_after,DequantizeLinear,,,0,,,"""""",""""""
bert/embeddings/Shape_fence_before,Shape,,,0,,,"""""",""""""
bert/embeddings/Shape_kernel_time,Shape,CPUExecutionProvider,10,7,2048,24,"[{""int64"": [1, 256, 1]}]","[{""int64"": [3]}]"
bert/embeddings/Shape_fence_after,Shape,,,0,,,"""""",""""""
bert/embeddings/Shape__49_fence_before,Cast,,,0,,,"""""",""""""
bert/embeddings/Shape__49_kernel_time,Cast,CPUExecutionProvider,11,10,24,12,"[{""int64"": [3]}]","[{""float"": [3]}]"
bert/embeddings/Shape__49_fence_after,Cast,,,0,,,"""""",""""""
bert/embeddings/strided_slice_fence_before,Slice,,,0,,,"""""",""""""
bert/embeddings/strided_slice_kernel_time,Slice,CPUExecutionProvider,12,16,12,4,"[{""float"": [3]}, {""int64"": [1]}, {""int64"": [1]}, {""int64"": [1]}]","[{""float"": [1]}]"
bert/embeddings/strided_slice_fence_after,Slice,,,0,,,"""""",""""""
bert/embeddings/strided_slice__53_fence_before,Squeeze,,,0,,,"""""",""""""
bert/embeddings/strided_slice__53_kernel_time,Squeeze,CPUExecutionProvider,13,7,4,4,"[{""float"": [1]}]","[{""float"": []}]"
bert/embeddings/strided_slice__53_fence_after,Squeeze,,,0,,,"""""",""""""
bert/embeddings/strided_slice__54_fence_before,Cast,,,0,,,"""""",""""""
bert/embeddings/strided_slice__54_kernel_time,Cast,CPUExecutionProvider,14,7,4,4,"[{""float"": []}]","[{""int32"": []}]"
bert/embeddings/strided_slice__54_fence_after,Cast,,,0,,,"""""",""""""
bert/embeddings/Reshape_1/shape_Unsqueeze__55_fence_before,Unsqueeze,,,0,,,"""""",""""""
bert/embeddings/Reshape_1/shape_Unsqueeze__55_kernel_time,Unsqueeze,CPUExecutionProvider,15,6,4,4,"[{""int32"": []}]","[{""int32"": [1]}]"
bert/embeddings/Reshape_1/shape_Unsqueeze__55_fence_after,Unsqueeze,,,0,,,"""""",""""""
bert/embeddings/Reshape_1/shape_Concat__58_fence_before,Concat,,,0,,,"""""",""""""
bert/embeddings/Reshape_1/shape_Concat__58_kernel_time,Concat,CPUExecutionProvider,16,11,4,12,"[{""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [3]}]"
bert/embeddings/Reshape_1/shape_Concat__58_fence_after,Concat,,,0,,,"""""",""""""
bert/embeddings/Reshape_1__60_fence_before,Cast,,,0,,,"""""",""""""
bert/embeddings/Reshape_1__60_kernel_time,Cast,CPUExecutionProvider,17,7,12,24,"[{""int32"": [3]}]","[{""int64"": [3]}]"
bert/embeddings/Reshape_1__60_fence_after,Cast,,,0,,,"""""",""""""
bert/embeddings/Reshape_1_fence_before,Reshape,,,0,,,"""""",""""""
bert/embeddings/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,19,7,786456,786432,"[{""float"": [256, 768]}, {""int64"": [3]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/Reshape_1_fence_after,Reshape,,,0,,,"""""",""""""
bert/embeddings/Shape_1_fence_before,Shape,,,0,,,"""""",""""""
bert/embeddings/Shape_1_kernel_time,Shape,CPUExecutionProvider,20,6,786432,24,"[{""float"": [1, 256, 768]}]","[{""int64"": [3]}]"
bert/embeddings/Shape_1_fence_after,Shape,,,0,,,"""""",""""""
bert/embeddings/Shape_1__61_fence_before,Cast,,,0,,,"""""",""""""
bert/embeddings/Shape_1__61_kernel_time,Cast,CPUExecutionProvider,21,6,24,12,"[{""int64"": [3]}]","[{""float"": [3]}]"
bert/embeddings/Shape_1__61_fence_after,Cast,,,0,,,"""""",""""""
bert/embeddings/strided_slice_1_fence_before,Slice,,,0,,,"""""",""""""
bert/embeddings/strided_slice_1_kernel_time,Slice,CPUExecutionProvider,22,8,12,4,"[{""float"": [3]}, {""int64"": [1]}, {""int64"": [1]}, {""int64"": [1]}]","[{""float"": [1]}]"
bert/embeddings/strided_slice_1_fence_after,Slice,,,0,,,"""""",""""""
bert/embeddings/strided_slice_1__65_fence_before,Squeeze,,,0,,,"""""",""""""
bert/embeddings/strided_slice_1__65_kernel_time,Squeeze,CPUExecutionProvider,23,5,4,4,"[{""float"": [1]}]","[{""float"": []}]"
bert/embeddings/strided_slice_1__65_fence_after,Squeeze,,,0,,,"""""",""""""
bert/embeddings/strided_slice_1__66_fence_before,Cast,,,0,,,"""""",""""""
bert/embeddings/strided_slice_1__66_kernel_time,Cast,CPUExecutionProvider,24,6,4,4,"[{""float"": []}]","[{""int32"": []}]"
bert/embeddings/strided_slice_1__66_fence_after,Cast,,,0,,,"""""",""""""
bert/embeddings/Reshape_3/shape_Unsqueeze__67_fence_before,Unsqueeze,,,0,,,"""""",""""""
bert/embeddings/Reshape_3/shape_Unsqueeze__67_kernel_time,Unsqueeze,CPUExecutionProvider,25,5,4,4,"[{""int32"": []}]","[{""int32"": [1]}]"
bert/embeddings/Reshape_3/shape_Unsqueeze__67_fence_after,Unsqueeze,,,0,,,"""""",""""""
bert/embeddings/Reshape_3/shape_Concat__70_fence_before,Concat,,,0,,,"""""",""""""
bert/embeddings/Reshape_3/shape_Concat__70_kernel_time,Concat,CPUExecutionProvider,26,7,4,12,"[{""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [3]}]"
bert/embeddings/Reshape_3/shape_Concat__70_fence_after,Concat,,,0,,,"""""",""""""
bert/embeddings/Reshape_3__71_fence_before,Cast,,,0,,,"""""",""""""
bert/embeddings/Reshape_3__71_kernel_time,Cast,CPUExecutionProvider,27,6,12,24,"[{""int32"": [3]}]","[{""int64"": [3]}]"
bert/embeddings/Reshape_3__71_fence_after,Cast,,,0,,,"""""",""""""
bert/embeddings/Reshape_3_fence_before,Reshape,,,0,,,"""""",""""""
bert/embeddings/Reshape_3_kernel_time,Reshape,CPUExecutionProvider,28,6,786456,786432,"[{""float"": [256, 768]}, {""int64"": [3]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/Reshape_3_fence_after,Reshape,,,0,,,"""""",""""""
bert/embeddings/add_fence_before,Add,,,0,,,"""""",""""""
bert/embeddings/add_kernel_time,Add,CPUExecutionProvider,29,40,1572864,786432,"[{""float"": [1, 256, 768]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/add_fence_after,Add,,,0,,,"""""",""""""
bert/embeddings/add_1_fence_before,Add,,,0,,,"""""",""""""
bert/embeddings/add_1_kernel_time,Add,CPUExecutionProvider,30,33,786432,786432,"[{""float"": [1, 256, 768]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/add_1_fence_after,Add,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/mean_fence_before,ReduceMean,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,31,30,786432,1024,"[{""float"": [1, 256, 768]}]","[{""float"": [1, 256, 1]}]"
bert/embeddings/LayerNorm/moments/mean_fence_after,ReduceMean,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/SquaredDifference_fence_before,Sub,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,32,34,787456,786432,"[{""float"": [1, 256, 768]}, {""float"": [1, 256, 1]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/moments/SquaredDifference_fence_after,Sub,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/SquaredDifference__72_fence_before,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/SquaredDifference__72_kernel_time,Mul,CPUExecutionProvider,33,21,1572864,786432,"[{""float"": [1, 256, 768]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/moments/SquaredDifference__72_fence_after,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/variance_fence_before,ReduceMean,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,34,22,786432,1024,"[{""float"": [1, 256, 768]}]","[{""float"": [1, 256, 1]}]"
bert/embeddings/LayerNorm/moments/variance_fence_after,ReduceMean,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/add_fence_before,Add,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,35,13,1024,1024,"[{""float"": [1, 256, 1]}, {""float"": []}]","[{""float"": [1, 256, 1]}]"
bert/embeddings/LayerNorm/batchnorm/add_fence_after,Add,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/Rsqrt_fence_before,Sqrt,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,36,7,1024,1024,"[{""float"": [1, 256, 1]}]","[{""float"": [1, 256, 1]}]"
bert/embeddings/LayerNorm/batchnorm/Rsqrt_fence_after,Sqrt,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/Rsqrt__74_fence_before,Reciprocal,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/Rsqrt__74_kernel_time,Reciprocal,CPUExecutionProvider,37,7,1024,1024,"[{""float"": [1, 256, 1]}]","[{""float"": [1, 256, 1]}]"
bert/embeddings/LayerNorm/batchnorm/Rsqrt__74_fence_after,Reciprocal,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/mul_fence_before,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,38,29,1024,786432,"[{""float"": [1, 256, 1]}, {""float"": [768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/batchnorm/mul_fence_after,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/mul_2_fence_before,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,40,30,787456,786432,"[{""float"": [1, 256, 1]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/batchnorm/mul_2_fence_after,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/sub_fence_before,Sub,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,41,30,786432,786432,"[{""float"": [768]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/batchnorm/sub_fence_after,Sub,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/mul_1_fence_before,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,39,29,1572864,786432,"[{""float"": [1, 256, 768]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/batchnorm/mul_1_fence_after,Mul,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/add_1_fence_before,Add,,,0,,,"""""",""""""
bert/embeddings/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,42,27,1572864,786432,"[{""float"": [1, 256, 768]}, {""float"": [1, 256, 768]}]","[{""float"": [1, 256, 768]}]"
bert/embeddings/LayerNorm/batchnorm/add_1_fence_after,Add,,,0,,,"""""",""""""
bert/encoder/Shape_2_fence_before,Shape,,,0,,,"""""",""""""
bert/encoder/Shape_2_kernel_time,Shape,CPUExecutionProvider,50,7,786432,24,"[{""float"": [1, 256, 768]}]","[{""int64"": [3]}]"
bert/encoder/Shape_2_fence_after,Shape,,,0,,,"""""",""""""
bert/encoder/Shape_2__76_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/Shape_2__76_kernel_time,Cast,CPUExecutionProvider,51,6,24,12,"[{""int64"": [3]}]","[{""float"": [3]}]"
bert/encoder/Shape_2__76_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/strided_slice_2_fence_before,Slice,,,0,,,"""""",""""""
bert/encoder/strided_slice_2_kernel_time,Slice,CPUExecutionProvider,52,10,12,4,"[{""float"": [3]}, {""int64"": [1]}, {""int64"": [1]}, {""int64"": [1]}]","[{""float"": [1]}]"
bert/encoder/strided_slice_2_fence_after,Slice,,,0,,,"""""",""""""
bert/encoder/strided_slice_2__80_fence_before,Squeeze,,,0,,,"""""",""""""
bert/encoder/strided_slice_2__80_kernel_time,Squeeze,CPUExecutionProvider,53,6,4,4,"[{""float"": [1]}]","[{""float"": []}]"
bert/encoder/strided_slice_2__80_fence_after,Squeeze,,,0,,,"""""",""""""
bert/encoder/strided_slice_2__81_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/strided_slice_2__81_kernel_time,Cast,CPUExecutionProvider,54,6,4,4,"[{""float"": []}]","[{""int32"": []}]"
bert/encoder/strided_slice_2__81_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/Reshape_1/shape_Unsqueeze__288_fence_before,Unsqueeze,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/Reshape_1/shape_Unsqueeze__288_kernel_time,Unsqueeze,CPUExecutionProvider,55,5,4,4,"[{""int32"": []}]","[{""int32"": [1]}]"
bert/encoder/layer_0/attention/self/Reshape_1/shape_Unsqueeze__288_fence_after,Unsqueeze,,,0,,,"""""",""""""
bert/encoder/Reshape_13/shape_Concat__301_fence_before,Concat,,,0,,,"""""",""""""
bert/encoder/Reshape_13/shape_Concat__301_kernel_time,Concat,CPUExecutionProvider,1232,9,4,12,"[{""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [3]}]"
bert/encoder/Reshape_13/shape_Concat__301_fence_after,Concat,,,0,,,"""""",""""""
bert/encoder/Reshape_13__471_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/Reshape_13__471_kernel_time,Cast,CPUExecutionProvider,1233,6,12,24,"[{""int32"": [3]}]","[{""int64"": [3]}]"
bert/encoder/Reshape_13__471_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/mul_2_fence_before,Mul,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/mul_2_kernel_time,Mul,CPUExecutionProvider,1175,8,4,4,"[{""int32"": []}, {""int32"": []}]","[{""int32"": []}]"
bert/encoder/layer_11/attention/self/mul_2_fence_after,Mul,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_3/shape_Unsqueeze__226_fence_before,Unsqueeze,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_3/shape_Unsqueeze__226_kernel_time,Unsqueeze,CPUExecutionProvider,1176,5,4,4,"[{""int32"": []}]","[{""int32"": [1]}]"
bert/encoder/layer_11/attention/self/Reshape_3/shape_Unsqueeze__226_fence_after,Unsqueeze,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_3/shape_Concat__228_fence_before,Concat,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_3/shape_Concat__228_kernel_time,Concat,CPUExecutionProvider,1177,7,4,8,"[{""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [2]}]"
bert/encoder/layer_11/attention/self/Reshape_3/shape_Concat__228_fence_after,Concat,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_3__462_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_3__462_kernel_time,Cast,CPUExecutionProvider,1178,6,8,16,"[{""int32"": [2]}]","[{""int64"": [2]}]"
bert/encoder/layer_11/attention/self/Reshape_3__462_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/Reshape_1_fence_before,Reshape,,,0,,,"""""",""""""
bert/encoder/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,43,6,786432,786432,"[{""float"": [1, 256, 768]}, {""int64"": [2]}]","[{""float"": [256, 768]}]"
bert/encoder/Reshape_1_fence_after,Reshape,,,0,,,"""""",""""""
bert/encoder/Reshape_1:0_QuantizeLinear_fence_before,DynamicQuantizeLinear,,,0,,,"""""",""""""
bert/encoder/Reshape_1:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,44,68,786432,196613,"[{""float"": [256, 768]}]","[{""uint8"": [256, 768]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/Reshape_1:0_QuantizeLinear_fence_after,DynamicQuantizeLinear,,,0,,,"""""",""""""
gemm_token_1_MatMul_quant_fence_before,MatMulIntegerToFloat,,,0,,,"""""",""""""
gemm_token_1_MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1261,471,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
gemm_token_1_MatMul_quant_fence_after,MatMulIntegerToFloat,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_2/shape_Concat__233_fence_before,Concat,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_2/shape_Concat__233_kernel_time,Concat,CPUExecutionProvider,1164,9,4,16,"[{""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [4]}]"
bert/encoder/layer_11/attention/self/Reshape_2/shape_Concat__233_fence_after,Concat,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_2__457_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/layer_11/attention/self/Reshape_2__457_kernel_time,Cast,CPUExecutionProvider,1165,6,16,32,"[{""int32"": [4]}]","[{""int64"": [4]}]"
bert/encoder/layer_11/attention/self/Reshape_2__457_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/Reshape_2_fence_before,Reshape,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/Reshape_2_kernel_time,Reshape,CPUExecutionProvider,96,7,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_0/attention/self/Reshape_2_fence_after,Reshape,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/transpose_2_fence_before,Transpose,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/transpose_2_kernel_time,Transpose,CPUExecutionProvider,97,52,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_0/attention/self/transpose_2_fence_after,Transpose,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/transpose_2:0_QuantizeLinear_fence_before,DynamicQuantizeLinear,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/transpose_2:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,99,71,786432,196613,"[{""float"": [1, 12, 256, 64]}]","[{""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_0/attention/self/transpose_2:0_QuantizeLinear_fence_after,DynamicQuantizeLinear,,,0,,,"""""",""""""
bert/encoder/Shape_fence_before,Shape,,,0,,,"""""",""""""
bert/encoder/Shape_kernel_time,Shape,CPUExecutionProvider,70,6,2048,16,"[{""int64"": [1, 256]}]","[{""int64"": [2]}]"
bert/encoder/Shape_fence_after,Shape,,,0,,,"""""",""""""
bert/encoder/Shape__12_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/Shape__12_kernel_time,Cast,CPUExecutionProvider,71,6,16,8,"[{""int64"": [2]}]","[{""float"": [2]}]"
bert/encoder/Shape__12_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/strided_slice_fence_before,Slice,,,0,,,"""""",""""""
bert/encoder/strided_slice_kernel_time,Slice,CPUExecutionProvider,72,8,8,4,"[{""float"": [2]}, {""int64"": [1]}, {""int64"": [1]}, {""int64"": [1]}]","[{""float"": [1]}]"
bert/encoder/strided_slice_fence_after,Slice,,,0,,,"""""",""""""
bert/encoder/strided_slice__16_fence_before,Squeeze,,,0,,,"""""",""""""
bert/encoder/strided_slice__16_kernel_time,Squeeze,CPUExecutionProvider,73,5,4,4,"[{""float"": [1]}]","[{""float"": []}]"
bert/encoder/strided_slice__16_fence_after,Squeeze,,,0,,,"""""",""""""
bert/encoder/strided_slice__17_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/strided_slice__17_kernel_time,Cast,CPUExecutionProvider,74,6,4,4,"[{""float"": []}]","[{""int32"": []}]"
bert/encoder/strided_slice__17_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/Reshape/shape_Unsqueeze__23_fence_before,Unsqueeze,,,0,,,"""""",""""""
bert/encoder/Reshape/shape_Unsqueeze__23_kernel_time,Unsqueeze,CPUExecutionProvider,75,6,4,4,"[{""int32"": []}]","[{""int32"": [1]}]"
bert/encoder/Reshape/shape_Unsqueeze__23_fence_after,Unsqueeze,,,0,,,"""""",""""""
bert/encoder/ones/packed_Concat__21_fence_before,Concat,,,0,,,"""""",""""""
bert/encoder/ones/packed_Concat__21_kernel_time,Concat,CPUExecutionProvider,80,8,4,12,"[{""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [3]}]"
bert/encoder/ones/packed_Concat__21_fence_after,Concat,,,0,,,"""""",""""""
bert/encoder/ones__22_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/ones__22_kernel_time,Cast,CPUExecutionProvider,81,6,12,24,"[{""int32"": [3]}]","[{""int64"": [3]}]"
bert/encoder/ones__22_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/ones_fence_before,ConstantOfShape,,,0,,,"""""",""""""
bert/encoder/ones_kernel_time,ConstantOfShape,CPUExecutionProvider,82,8,24,1024,"[{""int64"": [3]}]","[{""float"": [1, 256, 1]}]"
bert/encoder/ones_fence_after,ConstantOfShape,,,0,,,"""""",""""""
bert/encoder/Reshape/shape_Concat__26_fence_before,Concat,,,0,,,"""""",""""""
bert/encoder/Reshape/shape_Concat__26_kernel_time,Concat,CPUExecutionProvider,76,7,4,12,"[{""int32"": [1]}, {""int32"": [1]}, {""int32"": [1]}]","[{""int32"": [3]}]"
bert/encoder/Reshape/shape_Concat__26_fence_after,Concat,,,0,,,"""""",""""""
bert/encoder/Reshape__27_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/Reshape__27_kernel_time,Cast,CPUExecutionProvider,77,6,12,24,"[{""int32"": [3]}]","[{""int64"": [3]}]"
bert/encoder/Reshape__27_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/Reshape_fence_before,Reshape,,,0,,,"""""",""""""
bert/encoder/Reshape_kernel_time,Reshape,CPUExecutionProvider,78,7,2072,2048,"[{""int64"": [1, 256]}, {""int64"": [3]}]","[{""int64"": [1, 1, 256]}]"
bert/encoder/Reshape_fence_after,Reshape,,,0,,,"""""",""""""
bert/encoder/Cast_fence_before,Cast,,,0,,,"""""",""""""
bert/encoder/Cast_kernel_time,Cast,CPUExecutionProvider,79,7,2048,1024,"[{""int64"": [1, 1, 256]}]","[{""float"": [1, 1, 256]}]"
bert/encoder/Cast_fence_after,Cast,,,0,,,"""""",""""""
bert/encoder/mul_fence_before,Mul,,,0,,,"""""",""""""
bert/encoder/mul_kernel_time,Mul,CPUExecutionProvider,83,21,2048,262144,"[{""float"": [1, 256, 1]}, {""float"": [1, 1, 256]}]","[{""float"": [1, 256, 256]}]"
bert/encoder/mul_fence_after,Mul,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/ExpandDims_fence_before,Reshape,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/ExpandDims_kernel_time,Reshape,CPUExecutionProvider,84,6,262144,262144,"[{""float"": [1, 256, 256]}, {""int64"": [4]}]","[{""float"": [1, 1, 256, 256]}]"
bert/encoder/layer_0/attention/self/ExpandDims_fence_after,Reshape,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/sub_fence_before,Sub,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/sub_kernel_time,Sub,CPUExecutionProvider,85,15,262144,262144,"[{""float"": []}, {""float"": [1, 1, 256, 256]}]","[{""float"": [1, 1, 256, 256]}]"
bert/encoder/layer_0/attention/self/sub_fence_after,Sub,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/mul_1_fence_before,Mul,,,0,,,"""""",""""""
bert/encoder/layer_0/attention/self/mul_1_kernel_time,Mul,CPUExecutionProvider,86,16,262144,262144,"[{""float"": [1, 1, 256, 256]}, {""float"": []}]","[{""float"": [1, 1, 256, 256]}]"
bert/encoder/layer_0/attention/self/mul_1_fence_after,Mul,,,0,,,"""""",""""""
gemm_token_0_MatMul_quant_fence_before,MatMulIntegerToFloat,,,0,,,"""""",""""""
